0, 0.0425
1, 0.0427
2, 0.0429
3, 0.0432
4, 0.0434
5, 0.0434
6, 0.0437
7, 0.0439
8, 0.0442
9, 0.0443
10, 0.0445
11, 0.0447
12, 0.0450
13, 0.0452
14, 0.0455
15, 0.0457
16, 0.0459
17, 0.0461
18, 0.0464
19, 0.0466
20, 0.0467
21, 0.0468
22, 0.0471
23, 0.0473
24, 0.0474
25, 0.0475
26, 0.0478
27, 0.0481
28, 0.0483
29, 0.0485
30, 0.0488
31, 0.0490
32, 0.0493
33, 0.0495
34, 0.0498
35, 0.0499
36, 0.0501
37, 0.0503
38, 0.0505
39, 0.0508
40, 0.0510
41, 0.0512
42, 0.0514
43, 0.0517
44, 0.0519
45, 0.0522
46, 0.0523
47, 0.0526
48, 0.0528
49, 0.0530
50, 0.0531
51, 0.0534
52, 0.0537
53, 0.0537
54, 0.0538
55, 0.0541
56, 0.0543
57, 0.0544
58, 0.0546
59, 0.0550
60, 0.0553
61, 0.0555
62, 0.0557
63, 0.0559
64, 0.0561
65, 0.0563
66, 0.0566
67, 0.0569
68, 0.0572
69, 0.0572
70, 0.0574
71, 0.0576
72, 0.0577
73, 0.0578
74, 0.0580
75, 0.0582
76, 0.0583
77, 0.0585
78, 0.0587
79, 0.0589
80, 0.0591
81, 0.0592
82, 0.0595
83, 0.0597
84, 0.0599
85, 0.0600
86, 0.0602
87, 0.0604
88, 0.0605
89, 0.0606
90, 0.0608
91, 0.0610
92, 0.0612
93, 0.0613
94, 0.0616
95, 0.0617
96, 0.0621
97, 0.0622
98, 0.0624
99, 0.0626
100, 0.0629
101, 0.0630
102, 0.0631
103, 0.0633
104, 0.0635
105, 0.0636
106, 0.0638
107, 0.0641
108, 0.0643
109, 0.0644
110, 0.0646
111, 0.0648
112, 0.0650
113, 0.0652
114, 0.0655
115, 0.0657
116, 0.0659
117, 0.0661
118, 0.0663
119, 0.0665
120, 0.0668
121, 0.0669
122, 0.0671
123, 0.0674
124, 0.0677
125, 0.0678
126, 0.0680
127, 0.0682
128, 0.0684
129, 0.0686
130, 0.0688
131, 0.0691
132, 0.0693
133, 0.0694
134, 0.0696
135, 0.0698
136, 0.0701
137, 0.0702
138, 0.0703
139, 0.0705
140, 0.0707
141, 0.0709
142, 0.0711
143, 0.0712
144, 0.0714
145, 0.0716
146, 0.0718
147, 0.0721
148, 0.0722
149, 0.0724
150, 0.0726
151, 0.0727
152, 0.0729
153, 0.0729
154, 0.0731
155, 0.0733
156, 0.0736
157, 0.0736
158, 0.0738
159, 0.0741
160, 0.0744
161, 0.0746
162, 0.0750
163, 0.0752
164, 0.0756
165, 0.0759
166, 0.0762
167, 0.0765
168, 0.0768
169, 0.0770
170, 0.0772
171, 0.0775
172, 0.0779
173, 0.0781
174, 0.0782
175, 0.0786
176, 0.0791
177, 0.0793
178, 0.0797
179, 0.0800
180, 0.0805
181, 0.0807
182, 0.0810
183, 0.0813
184, 0.0816
185, 0.0818
186, 0.0823
187, 0.0826
188, 0.0830
189, 0.0832
190, 0.0835
191, 0.0838
192, 0.0843
193, 0.0846
194, 0.0849
195, 0.0853
196, 0.0858
197, 0.0862
198, 0.0866
199, 0.0869
200, 0.0872
201, 0.0875
202, 0.0879
203, 0.0884
204, 0.0887
205, 0.0890
206, 0.0894
207, 0.0896
208, 0.0900
209, 0.0904
210, 0.0909
211, 0.0912
212, 0.0915
213, 0.0917
214, 0.0921
215, 0.0925
216, 0.0929
217, 0.0931
218, 0.0934
219, 0.0937
220, 0.0941
221, 0.0944
222, 0.0949
223, 0.0952
224, 0.0956
225, 0.0960
226, 0.0965
227, 0.0968
228, 0.0973
229, 0.0977
230, 0.0981
231, 0.0983
232, 0.0989
233, 0.0993
234, 0.0998
235, 0.0999
236, 0.1004
237, 0.1008
238, 0.1012
239, 0.1015
240, 0.1020
241, 0.1024
242, 0.1029
243, 0.1033
244, 0.1036
245, 0.1040
246, 0.1043
247, 0.1047
248, 0.1052
249, 0.1054
250, 0.1059
251, 0.1064
252, 0.1067
253, 0.1071
254, 0.1073
255, 0.1077
256, 0.1080
257, 0.1082
258, 0.1084
259, 0.1089
260, 0.1092
261, 0.1096
262, 0.1099
263, 0.1103
264, 0.1107
265, 0.1112
266, 0.1116
267, 0.1121
268, 0.1124
269, 0.1129
270, 0.1133
271, 0.1137
272, 0.1141
273, 0.1145
274, 0.1148
275, 0.1153
276, 0.1157
277, 0.1161
278, 0.1164
279, 0.1168
280, 0.1172
281, 0.1174
282, 0.1177
283, 0.1179
284, 0.1183
285, 0.1186
286, 0.1190
287, 0.1192
288, 0.1197
289, 0.1200
290, 0.1206
291, 0.1209
292, 0.1215
293, 0.1218
294, 0.1221
295, 0.1224
296, 0.1230
297, 0.1232
298, 0.1237
299, 0.1240
300, 0.1244
301, 0.1247
302, 0.1250
303, 0.1254
304, 0.1259
305, 0.1262
306, 0.1266
307, 0.1269
308, 0.1274
309, 0.1278
310, 0.1281
311, 0.1286
312, 0.1292
313, 0.1293
314, 0.1298
315, 0.1302
316, 0.1307
317, 0.1309
318, 0.1311
319, 0.1315
320, 0.1319
321, 0.1323
322, 0.1327
323, 0.1330
324, 0.1335
325, 0.1338
326, 0.1342
327, 0.1345
