0, 0.3391
1, 0.3396
2, 0.3401
3, 0.3406
4, 0.3411
5, 0.3416
6, 0.3421
7, 0.3426
8, 0.3431
9, 0.3436
10, 0.3441
11, 0.3446
12, 0.3451
13, 0.3456
14, 0.3461
15, 0.3466
16, 0.3471
17, 0.3476
18, 0.3481
19, 0.3486
20, 0.3490
21, 0.3495
22, 0.3500
23, 0.3505
24, 0.3510
25, 0.3515
26, 0.3520
27, 0.3525
28, 0.3530
29, 0.3535
30, 0.3540
31, 0.3545
32, 0.3549
33, 0.3554
34, 0.3559
35, 0.3564
36, 0.3569
37, 0.3574
38, 0.3579
39, 0.3584
40, 0.3589
41, 0.3594
42, 0.3598
43, 0.3603
44, 0.3608
45, 0.3613
46, 0.3618
47, 0.3623
48, 0.3628
49, 0.3633
50, 0.3637
51, 0.3642
52, 0.3647
53, 0.3652
54, 0.3657
55, 0.3662
56, 0.3667
57, 0.3672
58, 0.3676
59, 0.3681
60, 0.3686
61, 0.3691
62, 0.3696
63, 0.3701
64, 0.3706
65, 0.3710
66, 0.3715
67, 0.3720
68, 0.3725
69, 0.3730
70, 0.3735
71, 0.3740
72, 0.3744
73, 0.3749
74, 0.3754
75, 0.3759
76, 0.3764
77, 0.3768
78, 0.3773
79, 0.3778
80, 0.3783
81, 0.3788
82, 0.3792
83, 0.3797
84, 0.3802
85, 0.3807
86, 0.3811
87, 0.3816
88, 0.3821
89, 0.3826
90, 0.3830
91, 0.3835
92, 0.3840
93, 0.3844
94, 0.3849
95, 0.3854
96, 0.3859
97, 0.3863
98, 0.3868
99, 0.3873
100, 0.3877
101, 0.3882
102, 0.3887
103, 0.3891
104, 0.3896
105, 0.3901
106, 0.3905
107, 0.3910
108, 0.3915
109, 0.3919
110, 0.3924
111, 0.3929
112, 0.3933
113, 0.3938
114, 0.3943
115, 0.3947
116, 0.3952
117, 0.3956
118, 0.3961
119, 0.3966
120, 0.3970
121, 0.3975
122, 0.3979
123, 0.3984
124, 0.3989
125, 0.3993
126, 0.3998
127, 0.4002
128, 0.4007
129, 0.4012
130, 0.4016
131, 0.4021
132, 0.4025
133, 0.4030
134, 0.4034
135, 0.4039
136, 0.4043
137, 0.4048
138, 0.4052
139, 0.4057
140, 0.4062
141, 0.4066
142, 0.4071
143, 0.4075
144, 0.4080
145, 0.4084
146, 0.4089
147, 0.4093
148, 0.4097
149, 0.4102
150, 0.4106
151, 0.4111
152, 0.4115
153, 0.4120
154, 0.4124
155, 0.4128
156, 0.4133
157, 0.4137
158, 0.4142
159, 0.4146
160, 0.4150
161, 0.4155
162, 0.4159
163, 0.4163
164, 0.4168
165, 0.4172
166, 0.4176
167, 0.4181
168, 0.4185
169, 0.4189
170, 0.4193
171, 0.4198
172, 0.4202
173, 0.4206
174, 0.4210
175, 0.4215
176, 0.4219
177, 0.4223
178, 0.4227
179, 0.4232
180, 0.4236
181, 0.4240
182, 0.4244
183, 0.4249
184, 0.4253
185, 0.4257
186, 0.4261
187, 0.4265
188, 0.4269
189, 0.4273
190, 0.4278
191, 0.4282
192, 0.4286
193, 0.4290
194, 0.4294
195, 0.4298
196, 0.4302
197, 0.4306
198, 0.4310
199, 0.4314
200, 0.4318
201, 0.4322
202, 0.4326
203, 0.4330
204, 0.4334
205, 0.4338
206, 0.4342
207, 0.4346
208, 0.4349
209, 0.4353
210, 0.4357
211, 0.4361
212, 0.4365
213, 0.4369
214, 0.4373
215, 0.4377
216, 0.4380
217, 0.4384
218, 0.4388
219, 0.4392
220, 0.4396
221, 0.4399
222, 0.4403
223, 0.4407
224, 0.4410
225, 0.4414
226, 0.4418
227, 0.4422
228, 0.4425
229, 0.4429
230, 0.4432
231, 0.4436
232, 0.4440
233, 0.4443
234, 0.4447
235, 0.4450
236, 0.4454
237, 0.4458
238, 0.4461
239, 0.4465
240, 0.4468
241, 0.4472
242, 0.4475
243, 0.4479
244, 0.4482
245, 0.4486
246, 0.4489
247, 0.4493
248, 0.4496
249, 0.4500
250, 0.4503
251, 0.4506
252, 0.4510
253, 0.4513
254, 0.4517
255, 0.4520
256, 0.4523
257, 0.4527
258, 0.4530
259, 0.4533
260, 0.4537
261, 0.4540
262, 0.4543
263, 0.4546
264, 0.4549
265, 0.4553
266, 0.4556
267, 0.4559
268, 0.4562
269, 0.4565
270, 0.4568
271, 0.4572
272, 0.4575
273, 0.4578
274, 0.4581
275, 0.4584
276, 0.4587
277, 0.4590
278, 0.4593
279, 0.4596
280, 0.4599
281, 0.4602
282, 0.4605
283, 0.4608
284, 0.4611
285, 0.4614
286, 0.4617
287, 0.4620
288, 0.4623
289, 0.4626
290, 0.4628
291, 0.4631
292, 0.4634
293, 0.4637
294, 0.4640
295, 0.4643
296, 0.4645
297, 0.4648
298, 0.4651
299, 0.4654
300, 0.4656
301, 0.4659
302, 0.4662
303, 0.4665
304, 0.4667
305, 0.4670
306, 0.4673
307, 0.4675
308, 0.4678
